Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link
Toyota,Highlander,Dealer,30000,2017,Rohrich Toyota,39349,4,OOH LA LA ROUGE MICA,Automatic,5TDBZRFH4HS430090,3.5L DOHC V6 D-4S Engine with Dual VVT-i,"Mechanical & Performance
3.5L DOHC V6 D-4S Engine with Dual VVT-i
Direct Shift - 8AT (8 Speed Automatic)
5,000-lb Tow Capacity
Front Independent McPherson Strut &Rear Double Wishbone Suspension
Power Assisted 4-Wheel Disc Brakes
18"" Alloys w/P245/60R18 Tires;Temp Spare
Dynamic Torque Control All-Wheel Drive
Hill-Start & Downhill Assist Control",https://www.toyotacertified.com/vdp?vin=5TDBZRFH4HS430090
Toyota,Highlander,Dealer,35800,2019,Rohrich Toyota,52608,4,BLIZZARD PEARL,Automatic,5TDJZRFH6KS708779,3.5L DOHC V6 24V Engine w/Dual VVT-iW,"Mechanical & Performance
3.5L DOHC V6 24V Engine w/Dual VVT-iW
Direct Shift - 8AT (8 Speed Automatic)
5,000-lb Tow Capacity; 295 Horsepower
Power Assisted 4-Wheel Disc Brakes
18"" Alloys w/P245/60R18 Tires;Temp Spare
Stop and Start Engine System (S&S)
Dynamic Torque Control All-Wheel Drive",https://www.toyotacertified.com/vdp?vin=5TDJZRFH6KS708779
Toyota,Highlander,Dealer,37058,2019,Ken Ganley Toyota,29438,4,BLIZZARD PEARL,Automatic,5TDJZRFH0KS626031,3.5L DOHC V6 24V Engine w/Dual VVT-iW,"Mechanical & Performance
3.5L DOHC V6 24V Engine w/Dual VVT-iW
Direct Shift - 8AT (8 Speed Automatic)
5,000-lb Tow Capacity; 295 Horsepower
Power Assisted 4-Wheel Disc Brakes
18"" Alloys w/P245/60R18 Tires;Temp Spare
Stop and Start Engine System (S&S)
Dynamic Torque Control All-Wheel Drive",https://www.toyotacertified.com/vdp?vin=5TDJZRFH0KS626031
Toyota,Corolla,Dealer,25998,2020,"Akron, OH",18000,4,White,Automatic,JTDEPRAE9LJ059899,"4-cyl, Gas, 1.8L","Single Owner
Reported by AutoCheck¨. View History Report 
Low Miles
Under 20,000 Miles",https://www.carmax.com/car/23199066
Toyota,Rav4,Dealer,36998,2019,"Akron, OH",43000,4,Blue,Automatic,2T3J1RFV2KW003330,"4-cyl, Gas, 2.5L","Loaded 
Automated Cruise Control, 4WD/AWD, Sunroof(s), Apple CarPlay ...See All Features.
150K miles or 60 months of coverage available
Optional MaxCare covers all major systems, offers flexible plan pricing, and hassle-free repairs.",https://www.carmax.com/car/22085277
Toyota,Camry,Dealer,23998,2017,"Akron, OH",24000,4,Black,Automatic,4T1BF1FK4HU722674,"4-cyl, Gas, 2.5L","New Pair of Tires
Replaced 2 tires to meet our standards
Low Miles Per Year
Less than 9,000 miles per year
The Basics
Rear View Camera, Bluetooth Technology, Cloth Seats, Cruise Control",https://www.carmax.com/car/22233281
Toyota,Rav4,Dealer,29998,2019,"Akron, OH",21000,4,Silver,Automatic,2T3H1RFV4KW035680,"4-cyl, Gas, 2.5L","Single Owner
Reported by AutoCheck¨
Low Miles Per Year
Less than 9,000 miles per year
The Basics
Automated Cruise Control, Apple CarPlay, Lane Departure Warning",https://www.carmax.com/car/23199897
Toyota,Camry,Dealer,23998,2018,"Akron, OH",38000,4,Gray,Automatic,4T1B11HK7JU103231,"4-cyl, Gas, 2.5L","Well-Equipped
Automated Cruise Control, Lane Departure Warning, Rear View Camera
Fuel Efficient
28 City / 39 Hwy
150K miles or 60 months of coverage available
Optional MaxCare covers all major systems, offers flexible plan pricing, and hassle-free repairs.",https://www.carmax.com/car/22964960
Toyota,Highlander,Dealer,45998,2019,"Akron, OH",33000,4,Green,Automatic,5TDJGRFH4KS067931,"6-cyl, Hybrid, 3.5L","Single Owner
Reported by AutoCheck¨
Well-Equipped
Third Row Seat, Automated Cruise Control, 4WD/AWD, Leather Seats
Manufacturer Warranty
Balance of 3 Years or 36,000 Miles may apply. See store for details.",https://www.carmax.com/car/23100355
Toyota,Highlander,Dealer,35998,2019,"Akron, OH",38000,4,Blue,Automatic,5TDJZRFH0KS957966,"6-cyl, Gas, 3.5L","Single Owner
Reported by AutoCheck¨
New Tires
Replaced 4 tires to meet our standards
Loaded
Third Row Seat, Automated Cruise Control, 4WD/AWD, Leather Seats",https://www.carmax.com/car/22261073
Toyota,Camry,Dealer,19998,2014,California,94000,4,grey,Automatic,4T1BK1FK5EU025358,"6-cyl, Gas, 3.5L",,https://www.carmax.com/car/22675633
Toyota,Camry,Dealer,23998,2017,California,66000,4,white,Automatic,4T1BF1FK6HU400490,"4-cyl, Gas, 2.5L",,https://www.carmax.com/car/23151239
Toyota,Camry,Dealer,33998,2021,California,5000,4,white,Automatic,4T1T11AK0MU544475,"4-cyl, Gas, 2.5L",,https://www.carmax.com/car/22963901
Toyota,Corolla,Dealer,14590,2010,"Bridgeville, PA",82503,4,silver,Automatic,2T1BU4EE1AC371216,"4-Cyl, 1.8 Liter",,https://www.carvana.com/vehicle/2494137#inspection-150-point
Toyota,Highlander,Dealer,41998,2020,California,11000,4,white,Automatic,5TDHZRAH5LS506216,"6-cyl, Gas, 3.5L",,https://www.carmax.com/car/22566697
Toyota,Highlander,Dealer,38998,2019,California,30000,4,Burgundy,Automatic,5TDDZRFH8KS746186,"6-cyl, Gas, 3.5L",,https://www.carmax.com/car/22810036
Toyota,Highlander,Dealer,32998,2015,California,49000,4,Blue,Automatic,5TDDKRFH5FS078860,"6-cyl, Gas, 3.5L",,https://www.carmax.com/car/23038683
Toyota,Highlander,Dealer,33998,2018,California,76000,4,gray,Automatic,5TDJZRFH9JS544541,"6-cyl, Gas, 3.5L",,https://www.carmax.com/car/22635997
Toyota,Rav4,Dealer,19998,2017,California,114000,4,white,Automatic,2T3ZFREV6HW335382,"4-cyl, Gas, 2.5L",,https://www.carmax.com/car/22785133
Toyota,Camry,Dealer,23990,2019,"Bridgeville, PA",51321,4,black,Automatic,4T1B11HK3KU790757,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2282850
Toyota,Camry,Dealer,17888,2017,"Westlake Village, CA",93474,4,Celestial Silver Metallic,Automatic,4T1BF1FK4HU404103,178 hp 2.5L I4,"Silver 2017 Toyota Camry FWD 6-Speed Automatic 2.5L I4 SMPI DOHC24/33 City/Highway MPGAll pricing is plus government fees and taxes, any finance charges, $85 dealer document processing charge, any electronic filing charge and any emission testing charge. Awards: * 2017 KBB.com 10 Best Used Cars Under $20,000 * 2017 KBB.com 10 Most Comfortable Cars Under $30,000 * 2017 KBB.com 10 Best Sedans Under $25,000 * 2017 KBB.com Best Resale Value Awards * 2017 KBB.com 10 Most Awarded BrandsSome of our Pre-Owned vehicles may be subject to unrepaired safety recalls. Check for a vehicle‰??s unrepaired recalls by VIN at http://vinrcl.safercar.gov/vin/
Additional Information
4 Cylinder Engine,4-Wheel ABS,4-Wheel Disc Brakes,6-Speed A/T,A/C,Adjustable Steering Wheel,AM/FM Stereo,Auto Transmission w/Manual Mode,Auto-Off Headlights,Back-Up Camera,Bluetooth,Brake Assist,Bucket Seats,CD Player,Child Safety Locks,Cloth Seats,Compact Spare Tire,Cruise Control,Daytime Running Lights,Driver Air Bag,Driver Lumbar,Driver Vanity Mirror,Electronic Stability Control,Front Wheel Drive,Gasoline Fuel,Heated Mirrors,Intermittent Wipers,iPod/MP3 Input,Keyless Entry,MP3 Player,Pass-Through Rear Seat,Passenger Air Bag,Passenger Vanity Mirror,Power Door Locks,Power Driver Mirror,Power Driver Seat,Power Steering,Power Windows,Rear Body Air Bag,Rear Defrost,Rear Head Air Bag,Remote Trunk Release,Side Head Air Bag,Steel Wheels,Steering Wheel Controls,Tire Pressure Monitoring System,Tires - Front All-Season,Tires - Front Performance,Tires - Rear All-Season,Tires - Rear Performance,Trip Computer,Variable Speed Intermittent Wipers,Vehicle Anti-Theft System,Wheel Covers,Woodgrain Interior Trim",https://www.cargurus.com/Cars/l-Used-Toyota-Camry-Los-Angeles-d292_L2163#listing=336235563/FEATURED
Toyota,Camry,Dealer,13400,2017," Laguna Niguel, CA",133254,4, Blue Streak Metallic,Automatic, 4T1BF1FKXHU405658,178 hp 2.5L I4,,https://www.cargurus.com/Cars/l-Used-Toyota-Camry-Los-Angeles-d292_L2163#listing=334425746/NONE
Toyota,Highlander,Dealer,24990,2016," Bridgeville, PA",92287,4,silver,Automatic,5TDBKRFH4GS275575,"6-Cyl, VTEC, 3.5L",,https://www.carvana.com/vehicle/2452566
Toyota,Highlander,Dealer,35990,2019," Bridgeville, PA",15492,4,blue,Automatic,5TDBZRFH8KS977046,"6-Cyl, 3.5L",,https://www.carvana.com/vehicle/2493710
Toyota,Rav4,Dealer,20990,2016," Bridgeville, PA",83227,4,white,Automatic,2T3BFREV6GW495312,"4-Cyl, 2.5L",,https://www.carvana.com/vehicle/2469256
Toyota,Camry,Dealer,18990,2017," Bridgeville, PA",72814,4,white,Automatic,4T1BF1FK4HU720598,,"4-Cyl, 2.5L",https://www.carvana.com/vehicle/2490747
Toyota,Corolla,Dealer,20376,2021,Coraopolis,22119,4,Red,Automatic,5YFEPMAE4MP192425,Gas,"Edmunds considers this used vehicle a Great Price because the price is $4,951 below market. 15% of the used inventory currently listed on Edmunds is a great price. Our ratings are accurate and up-to-date Ð weÕve analyzed thousands of similar transactions and listings to rate these deals.",https://www.edmunds.com/toyota/corolla/2021/vin/5YFEPMAE4MP192425/?radius=50
Toyota,Camry,Dealer,12995,2014,North Versailles,68594,4,Red,Automatic,4T1BF1FKXEU816120,Gas,"5,500 Below Market Price",https://www.edmunds.com/toyota/camry/2014/vin/4T1BF1FKXEU816120/?radius=50
Toyota,Corolla,Dealer,26691,2022,"101 E Main St Havelock, NC 28532",4961,4,Silver,Automatic,JTDEPMAE3NJ193605,Gasoline,Clean CARFAX. 2022 Toyota Corolla LE Odometer is 9846 miles below market average! ,https://www.carfax.com/vehicle/JTDEPMAE3NJ193605
Toyota,Corolla,Dealer,24995,2021,"6760 14th St W Bradenton, FL 34207",35566,4,White,Automatic,JTDS4MCE6MJ053880,Gasoline,Looks very new.,https://www.carfax.com/vehicle/JTDS4MCE6MJ053880
Toyota,Rav4,Dealer,24921,2017,"4560 Grumman Dr Medford, OR 97504",79802,4,Gray,Automatic,2T3DFREVXHW629202,Gasoline,"Reduced from $29,995. This RAV4 is priced $2,900 below Kelley Blue Book.",https://www.carfax.com/vehicle/2T3DFREVXHW629202
Toyota,Camry,Dealer,24995,2020,"1439 W Main St Alhambra, CA 91801",24995,4,Black,Automatic,4T1G11AK1LU924117,Gasoline,"Alloy Wheels, Cloth Seats, Keyless Entry, Satellite Radio, Side Airbag",https://www.carfax.com/vehicle/4T1G11AK1LU924117
Toyota,Corolla,Dealer,21800,2020,Brewer Airport Toyota,41938,4,Black,Automatic,JTDEPRAE5LJ023711,"1.8L 4-cyl DOHC 16-Valve Enginewith Valvematic Technology, CVT",2020 Corolla LE FWD,https://www.toyotacertified.com/vdp?vin=JTDEPRAE5LJ023711
Toyota,Corolla,Dealer,21513,2020,Baierl Toyota,41080,4,Blue,Automatic,5YFEPRAE6LP004788,"1.8L 4-cyl DOHC 16-Valve Enginewith Valvematic Technology, CVT",2020 Corolla LE FWD,https://www.toyotacertified.com/vdp?vin=5YFEPRAE6LP004788
Toyota,Corolla,Dealer,24990,2020,South Hills Toyota,18232,4,White,Automatic,5YFS4RCE0LP012653,"2.0L 4-cyl DOHC 16-Valve Dual VVT-i, CVT",2020 Corolla SE FWD,https://www.toyotacertified.com/vdp?vin=5YFS4RCE0LP012653
Toyota,Camry,Dealer,29493,2020,Jim Shorkey Toyota,20993,4,Gray,Automatic,4T1J11BK6LU019764,2.5L 4-Cyl Engine202 hp @ 6600 rpm / 182 lb-ft @ 4400 rpm,2020 Camry SE AWD,https://www.toyotacertified.com/vdp?vin=4T1J11BK6LU019764
Toyota,Camry,Dealer,31176,2020,Jim Shorkey Toyota,2826,4,Silver,Automatic,4T1R11AK1NU628462,2.5L 4-Cyl Engine,2022 Camry LE FWD,https://www.toyotacertified.com/vdp?vin=4T1R11AK1NU628462
Toyota,Camry,Dealer,28992,2019,Spitzer Toyota,63692,4,White,Automatic,4T1B61HK2KU162688,2.5L Dynamic Force 4-Cyl DOHC 16V D-4SDual Injection w/Dual VVT-i Engine,2019 Camry XSE FWD,https://www.toyotacertified.com/vdp?vin=4T1B61HK2KU162688
Toyota,Camry,Dealer,22000,2018,Pennsylvania,30000,4,black,Automatic,4T1B11HK4JU579095, 2.5L I4 16V PDI DOHC,None,https://www.cars.com/vehicledetail/6f61205c-258a-4cc9-9f46-ead1ff8a1bcf/?store=5244438&aff=acqgeosem50&KNC=acqgeosem50&gclid=Cj0KCQjw94WZBhDtARIsAKxWG-94_t9tLJHkvV_5RpBRHPZKLlS_BZWVi3iWRQstIjSqHflmaeMz_DgaAtiIEALw_wcB
Toyota,Highlander,Dealer,20990,2017,"New Bethlehem, PA",129992,4,Blue,Automatic,5TDJKRFHXFS109880,6 Cyl,"Yes we are Open and we are Delivering vehicles Daily! At Redbank Chevrolet, our entire team works together to provide you with the ultimate Chevrolet shopping experience. We are here to exceed your expectations, deliver the best service possible, and make car shopping fun again. Call us at 814-275-2410. Every vehicle we sell comes with FREE PA INSPECTIONS FOR LIFE! 2015 Toyota Highlander XLE V6 Blue 4D Sport Utility XLE V6 3.5L V6 DOHC Dual VVT-i 24V 6-Speed Automatic Electronic with Overdrive AWD *Fresh oil change*, *Fully detailed*, New PA Inspection, Call or e-mail us for your free Vehicle History Report, AWD, 3rd row seats: split-bench, 4.154 Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Anti-whiplash front head restraints, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, CD player, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Garage door transmitter, Heated door mirrors, Heated front seats, Illuminated entry, Knee airbag, Leather Seat Material, Leather Shift Knob, Low tire pressure warning, MP3 decoder, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power steering, Power windows, Radio: Entune Premium Audio w/Nav & App Suite, Rear air conditioning, Rear anti-roll bar, Rear reading lights, Rear window defroster, Rear window wiper, Reclining 3rd row seat, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Sun blinds, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheels: 18' Split 5-Spoke Machined-Face Alloy, AWD. 18/24 City/Highway MPG Visit us today at RedBank Chevrolet located in New Bethlehem PA Call 814-275-2410 to make purchase arrangements and to confirm appointment. We have a great Selection of GM Certified Pre-Owned. Clarion County's Truck Headquarters.",https://www.carfax.com/vehicle/5TDJKRFHXFS109880
Toyota,Corolla,Dealer,16990,2016,"Bridgeville, PA",94420,4,Blue,Automatic,2T1BURHE4GC502253,"4-Cyl, 1.8 Liter","Front-Wheel Drive
LED daytime running lights
Color-keyed outside door handles
Tire pressure monitor system
Child-protector rear door locks
Energy-absorbing collapsible steering column
In-glass AM/FM antenna
Head-impact protection structure
Color-Keyed Heated Power Outside Mirrors
Engine Immobilizer
LATCH includes lower anchors on outboard rear seats and tether anchors on all rear seats
Star Safety Systemª Ñ includes Enhanced Vehicle Stability Control , Traction Control , Anti-lock Brake System , Electronic Brake-force Distribution , Brake Assist and Smart Stop Technology¨
3-point seatbelts for all seating positions; driver-side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger belts
Adjustable front shoulder anchors, driver and front passenger seatbelt pretensioners with force limiters
Driver and front passenger Whiplash- Injury-Lessening seats
Front and rear energy-absorbing crumple zones with side-impact door beams
High-tensile-strength steel body panels
Electric Power Steering ; power- assisted rack-and-pinion
Unitized body
Continuously Variable Transmission with intelligence and Shift Mode
ToyotaCare featuring a no cost maintenance plan with roadside assistance
Ultra Low Emission Vehicle II
16-in. steel wheels with wheel covers and P205/55R16 89H tires
Front grille with argent-gray painted insert
LED low-beam headlights with halogen high beams
Variable intermittent windshield wipers with mist cycle
Eight airbags Ñ includes driver and front passenger Advanced Airbag System, driver and front passenger seat- mounted side airbags, driver knee airbag, passenger seat-cushion airbag, and front and rear side curtain airbags Mechanical And Performance
Power-assisted ventilated 10.8-in. front disc brakes; 9-in. rear drum brakes and Star Safety Systemª
1.8-Liter 4-Cylinder DOHC 16-Valve with Dual Variable Valve Timing with intelligence ; 132 hp @ 6000 rpm, 128 lb.-ft. @ 4400 rpm
Independent MacPherson strut front suspension with stabilizer bar; torsion beam rear suspension with rear stabilizer bar
35.6",https://www.carvana.com/vehicle/2440257
Toyota,Highlander,Dealer,42381,2019,Pittsburgh,19384,4, Blizzard Pearl,Automatic, 5TDJZRFH4KS623651,3.5L V6 24V PDI DOHC,"2019 Toyota Highlander SE CARFAX One-Owner. Clean CARFAX. Highlander SE, 4D Sport Utility, 3.5L V6, 8-Speed Automatic Electronic with ECT-i, AWD, Black w/Leather Seat Trim, ABS brakes, Active Cruise Control, Alloy wheels, Black Roof Rails, Carpet Cargo Mat, Carpet Floor Mats, Carpet Mat Package (TMS ), Door Edge Guards, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, LED Front Fog & Driving Lamp, Low tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Remote keyless entry, SE Package, Traction control. Odometer is 13230 miles below market average!",https://www.cars.com/vehicledetail/83984d54-eb44-46e9-8941-c28df7e2bdec/
Toyota,Rav4,Dealer,21590,2015,"Bridgeville, PA",62198,5,Brown,Automatic,JTMBFREV2FD140679,"4-Cyl, 2.5L","Tire pressure monitor system
Child-protector rear door locks
Engine Immobilizer
Driver and front passenger Whiplash- Injury-Lessening seats
Driver and front passenger seatbelt pretensioners with force limiters
Driver and front passenger seatbelt warning system
ToyotaCare featuring a no cost maintenance plan with roadside assistance
Driver-side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger belts
LATCH includes lower anchors on outboard rear seats and tether anchors on all second-row seats
Star Safety Systemª Ð includes Enhanced Vehicle Stability Control , , Traction Control , Anti-lock Brake System , Electronic Brake-force Distribution , Brake Assist and Smart Stop Technology¨
Driver and front passenger Advanced Airbag System; driver knee airbag; front passenger seat-cushion airbag; driver and front passenger seat-mounted side airbags, and front- and second-row Roll- sensing Side Curtain Airbags
3-point seatbelts in all seating positions with adjustable front seatbelt anchors",https://www.carvana.com/vehicle/2495121
Toyota,Highlander,Dealer,37992,2019,Monroeville,31623,4, Predawn Gray Mica,Automatic, 5TDJZRFH7KS618900, 3.5L V6 24V PDI DOHC,"1 OWNER, BLUETOOTH, REAR VISION CAMERA, LOW MILES, LEATHER INTERIOR, LOCAL TRADE, MUST SEE, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, Lo w tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Remote keyless entry, Traction control. Odometer is 2947 miles below market average! For Additional Information & Photos: Please Call 1-877-304-9607 or Click: www.cochran.com/C1-Certified-Vehicles. Awards: 2019 KBB.com 12 Best Family Cars 2019 KBB.com Best Resale Value Awards 2019 KBB.com Brand Image Awards Plus, with #1 Cochran's Market Based Pricing you can feel confident that you are receiving the Best Price and Value available to You! #1 Cochran has been providing the Tri-State area with excellent sales and service experiences for 50 Years. STOP! Buy Today! Let YOUR #1 Cochran experience begin!",https://www.cars.com/vehicledetail/b52ab5c2-d47f-4236-9b57-21f3bcfd331f/
Toyota,Rav4,Dealer,23590,2017,"Bridgeville, PA",59431,4,White,Automatic,JTMZFREV6HJ716552,"4-Cyl, 2.5L","FEATURES
COMFORT AND CONVENIENCE
Power Door Locks
Dynamic Cruise Control
Keyless Entry
Power Windows
Security System
Air Conditioning
STEERING
Power Steering
Tilt & Telescoping Wheel
ENTERTAINMENT AND INSTRUMENTATION
CD/MP3 (Single Disc)
AM/FM Stereo
Bluetooth Wireless
BRAKING AND TRACTION
Hill Start Assist Control
Enhanced Stability Control
Traction Control
ABS (4-Wheel)
SAFETY AND SECURITY
Side Air Bags
R/V Camera
Dual Air Bags
Knee Air Bags
Lane Departure Warning
EXTERIOR
Rear Spoiler
LIGHTING
Daytime Running Lights",https://www.carvana.com/vehicle/2491008
Toyota,Camry,Dealer,18590,2017,"Bridgeville, PA",99924,4,Gray,Automatic,4T1BF1FK0HU646595,"4-Cyl, 2.5L","FEATURES
SAFETY AND SECURITY
Backup Camera
Dual Air Bags
F&R Side Air Bags
Knee Air Bags
F&R Head Curtain Air Bags
ENTERTAINMENT AND INSTRUMENTATION
Navigation System
CD/MP3 (Single Disc)
AM/FM Stereo
Bluetooth Wireless
WHEELS AND TIRES
Alloy Wheels
COMFORT AND CONVENIENCE
Keyless Entry
Cruise Control
Power Trunk Release
Power Windows
Air Conditioning
Anti-Theft System
Power Door Locks
BRAKING AND TRACTION
ABS (4-Wheel)
Traction Control
Stability Control
LIGHTING
Daytime Running Lights
SEATS
Power Seat
STEERING
Power Steering
Tilt & Telescoping Wheel
EXTERIOR
Rear Spoiler
ROOF AND GLASS
Moon Roof",https://www.carvana.com/vehicle/2493586
Toyota,Rav4,Dealer,19990,2015,"Bridgeville, PA",90196,4,Blue,Automatic,2T3RFREV8FW402464,"4-Cyl, 2.5L","FEATURES
COMFORT AND CONVENIENCE
Cruise Control
Anti-Theft System
Keyless Entry
Air Conditioning
Power Windows
Power Door Locks
WHEELS AND TIRES
Alloy Wheels
STEERING
Tilt & Telescoping Wheel
Power Steering
ENTERTAINMENT AND INSTRUMENTATION
AM/FM Stereo
CD/MP3 (Single Disc)
Bluetooth Wireless
Entune
SAFETY AND SECURITY
Backup Camera
Dual Air Bags
Side Air Bags
F&R Head Curtain Air Bags
Knee Air Bags
BRAKING AND TRACTION
Traction Control
Enhanced Stability Control
ABS (4-Wheel)
ROOF AND GLASS
Moon Roof
LIGHTING
Daytime Running Lights
EXTERIOR
Fog Lights
Rear Spoiler",https://www.carvana.com/vehicle/2490738
Toyota,Corolla,Dealer,19990,2019,"Bridgeville, PA",63001,4,White,Automatic,2T1BURHE0KC237078,"4-Cyl, 1.8 Liter","Front-Wheel Drive
Rear spoiler
Color-keyed outside door handles
Digital clock
Tire pressure monitor system
Child-protector rear door locks
Energy-absorbing collapsible steering column
Hill Start Assist Control
Variable intermittent windshield wipers
Chrome-tipped exhaust
Day/night rearview mirror
In-glass AM/FM antenna
Head-impact protection structure
Fleet Credit
Rent A Car Program
Engine Immobilizer
Center Console with Storage Compartment
Rear Window Defogger with Timer
Integrated backup camera with projected path
LATCH includes lower anchors on outboard rear seats and tether anchors on all rear seats
Passenger-side glove compartment
3-point seatbelts for all seating positions; driver-side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger belts
Color-keyed heated power outside mirrors with turn signal indicators
Driver and front passenger Whiplash-Injury- Lessening seats
One 12V auxiliary power outlet
Front- and rear-door storage pockets with sculpted bottle holders
Normal and Sport driving modes
Two front and two rear cup holders
60/40 split fold-down rear seat with center armrest and two cup holders
Adjustable front shoulder anchors, driver and front passenger seatbelt pretensioners with force limiters
Automatic climate control with dust and pollen filter and push-button controls
Front and rear energy-absorbing crumple zones with side-impact door beams
High-tensile-strength steel body panels
Metallic interior trim with chrome interior door handles and color-keyed door panel piping
Overhead console with maplights
Power door locks with automatic locking feature
Unitized body
Electric Power Steering ; power-assisted rack-and-pinion
Continuously Variable Transmission with intelligence and Shift Mode
ToyotaCare featuring a no cost maintenance plan with roadside assistance
Ultra Low Emission Vehicle II
Leather-trimmed tilt/telescopic 3-spoke steering wheel with paddle shifters and audio, Multi-Information Display, Bluetooth¨ hands-free phone, voice-command, Dynamic Radar Cruise Control , Lane Departure Alert with Steering Assist controls
Carpet/Trunk Mat Set
Toyota Safety Senseª P Ñ Pre-Collision System with Pedestrian Detection , Lane Departure Alert with Steering Assist , Automatic High Beams , Dynamic Radar Cruise Control
Power windows with driver-side one-touch up/down
1.8-Liter 4-Cylinder DOHC 16-Valve with Dual Variable Valve Timing with intelligence ; 132 hp @ 6000 rpm, 128 lb.-ft. @ 4400 rpm
Independent MacPherson strut front suspension with stabilizer bar; torsion beam rear suspension with rear stabilizer bar
Multi-function in-key remote keyless entry system with lock, unlock, panic and trunk- release functions, and remote illuminated entry
USB 2.0 port
Power-assisted ventilated 10.8-in. front disc brakes; solid 10.2-in. rear disc brakes and Star Safety Systemª
SofTex¨-trimmed front sport seats with premium fabric inserts with 6-way adjustable driver's seat; and 4-way adjustable passenger seat and seatback pocket
Multi-LED headlights with LED accent lights
17-in. machined alloy wheels with black- painted accents and P215/45R17 tires
Sporty front fascia with gloss-black, mesh- pattern grille
Rear combination taillights with LED backup lights
Bumper-integrated LED Daytime Running Lights
Sport instrumentation cluster with chrome- plated speedometer and tachometer, coolant temperature, 4.2-in. color TFT Multi- Information Display with customizable settings, odometer, tripmeters, outside temperature, current/average fuel economy, cruising range, average speed, elapsed time, shift position; TPMS, ECO indicator, one-touch 3-blink lane change turn signal indicator, and warning messages
Eight airbags Ñ includes driver and front passenger Advanced Airbag System, driver and front passenger seat-mounted side airbags, driver knee airbag, passenger seat- cushion airbag, and front and rear side curtain airbags Mechanical And Performance
Star Safety System¨ Ñ includes Enhanced Vehicle Stability Control , Traction Control , Anti-lock Brake System , Electronic Brake- force Distribution , Brake Assist and Smart Stop Technology¨",https://www.carvana.com/vehicle/2228999
Toyota,Corolla,Dealer,13990,2010,"Bridgeville, PA",105158,4,Gold,Automatic,2T1BU4EE5AC353513,"4-Cyl, 1.8L","Front wheel drive
Color-keyed outside door handles
Daytime running lights
Front & rear side curtain airbags
Multi-reflector halogen headlamps
Torsion beam rear suspension
MacPherson strut front suspension
Direct tire pressure monitor system
Color Keyed Heated PWR Mirrors
4-speed automatic transmission
LATCH(Lwr Anchor & Tethers for CHildren) for Outboard Rear Seating Positions Only
1.8L 4-Cyl DOHC Dual VVT-I SFI Engine
15"" Steel Wheels with Full Wheel Covers
60/40 Split Rear Seat w/In-Trunk Release
Air Conditioner with Clean Air Filter
Color-Keyed Power Outside Mirrors
Combination Meter w/Illuminated Ceremony
Electric Power Steering (EPS)
Engine Immobilizer
Front Ventilated Disc \ Rear Drum Brakes
Intermittent Front Windshield Wiper
P195/65 R15 Steel-belted Radial Tires
Shift Activated Power Door Locks
Speedometer Gauge w/Outside Temp Display
Dr & Fr Pass Seat Mounted Side Airbags
Dr & Fr Passenger Active Headrests
3-Point Seatbelts with Pretensioner & Force Limiters
AM/FM/CD MP3/WMA Player w/4 Spkrs, AUX Audio Port, SAT Capable w/Roof-mounted SAT Antenna (Req. Receiver & Subscrip.)
Anti-Lock Brakes w/ EBD & Brake Assist
Digital Clock, Dome Light w/ Time Delay Mechanical And Performance
Dr & Fr Pass Advanced Front Airbags w/ Occupant Classification Sensor
Driver's Seat Height Adjuster
Power Windows w/ Dr. Side Auto Down
Tilt/Telescopic Adj Steering Wheel
Vehicle Stability Control w/ TRAC",https://www.carvana.com/vehicle/2443391
